Date,Open,High,Low,Close,Volume
2/14/2019,41.94199685,42.43377447,41.53138563,41.98019409,109744800
2/15/2019,42.00168003,42.01600308,41.66745964,41.90380096,78949600
2/16/2019,41.69850448,41.89426265,41.52423454,41.66269684,83241600
2/17/2019,41.50750945,41.64358574,41.06586618,41.18045425,99185600
2/18/2019,40.66003278,41.31653281,40.46427466,41.27833557,95997600
2/19/2019,41.89425565,42.76083329,41.86083398,42.70831299,128044000
2/20/2019,42.97091341,43.60831486,42.82051405,43.18815613,129870400
2/21/2019,43.50805391,43.75871832,43.19054614,43.37914276,124130000
2/22/2019,43.90194184,43.94969021,43.58204818,43.86135864,94318000
2/23/2019,44.12874945,44.72079222,43.86376196,44.43193054,156171600
2/24/2019,44.35554211,44.97384507,44.35315251,44.88551712,104879200
2/25/2019,44.96429738,45.11708274,44.38418803,44.52981186,126585600
2/26/2019,44.45818824,45.23644164,44.10009726,44.91893387,124140800
2/27/2019,45.36295783,46.86932636,45.3128235,46.57330322,204136800
2/28/2019,46.63298312,47.19399365,45.54438738,45.60884476,169630800
3/1/2019,45.71865251,45.8308546,44.54650453,45.05738068,175381200
3/2/2019,45.75446983,46.04571739,44.06428031,44.59186554,199202000
3/3/2019,45.05977471,45.30088796,44.53457542,44.99293137,119393600
3/4/2019,45.10753384,45.25315767,44.76854142,45.05262756,83121600
3/5/2019,45.31761014,45.37729198,45.00964984,45.34625626,94256000
3/6/2019,45.74970242,45.75924991,44.97145269,45.65421295,111448000
3/7/2019,45.61839822,46.42291169,45.60885073,46.31787109,91062800
3/8/2019,46.13405855,46.90992241,46.11018436,46.63538742,93087200
3/9/2019,46.50169595,46.87888557,46.1077973,46.71655273,76457200
3/10/2019,46.89797325,47.05314817,46.77383405,47.02927399,74106400
3/11/2019,46.89082579,47.80037641,46.87172716,47.76934433,103526800
3/12/2019,47.82186061,48.42584046,47.56164505,47.62610245,143072800
3/13/2019,47.43034299,47.92212433,47.31097933,47.89347458,86781200
3/14/2019,47.94837697,47.9841846,47.37304333,47.49479294,83603200
3/15/2019,47.55448847,47.77889277,46.84069601,47.47570801,111042800
3/16/2019,47.40646279,47.70964745,47.2703865,47.56163406,70146400
3/17/2019,47.61654058,48.07250687,47.40168386,47.56640625,102785600
3/18/2019,47.63564579,48.55236142,47.41363114,48.4926796,115627200
3/19/2019,48.4902945,48.73618336,48.34706029,48.66695404,96783200
3/20/2019,48.42106475,48.92477956,48.30408705,48.82690048,77758000
3/21/2019,48.80302789,49.5956044,48.6765027,49.531147,93292000
3/22/2019,49.50248334,49.7698567,49.42847847,49.45473862,70162400
3/23/2019,49.37597137,49.59798602,48.96774605,49.0059433,74172800
3/24/2019,48.91521828,48.93909247,48.25155674,48.7719841,74596400
3/25/2019,48.7958549,49.17065848,48.66694377,48.84598923,88818800
3/26/2019,48.47596891,48.55713533,47.53299673,47.90541077,186139600
3/27/2019,50.10409636,51.40038409,49.9489214,50.25688171,259309200
3/28/2019,50.09454346,50.76536669,49.68632175,49.92982101,127985200
3/29/2019,50.34520096,50.57199117,50.18764007,50.55050659,83569600
3/30/2019,48.76960644,49.85581656,48.58101345,49.76987457,129772400
3/31/2019,49.14917629,49.51681472,47.94360273,48.42821884,155054800
4/1/2019,48.19904353,49.02026608,48.16323589,48.43777084,105358000
4/2/2019,47.84095247,48.14652314,46.94811464,47.91734695,139634400
4/3/2019,47.31103747,47.65373406,46.1966821,47.25352097,164834800
4/4/2019,44.98406973,45.40824163,43.81938699,44.50717163,229722400
4/5/2019,44.67252608,45.46096183,44.43287946,45.21173096,146118800
4/6/2019,44.63898612,45.95224885,44.57907446,45.75334167,106178800
4/7/2019,45.51129298,46.12478778,45.25486933,45.55203247,132125600
4/8/2019,44.79714639,45.74854388,44.75640689,45.29321671,131516400
4/9/2019,43.97994967,44.17885681,43.20349329,43.87689972,154449200
4/10/2019,44.38735362,45.05357102,44.26273633,44.71806717,113459200
4/11/2019,44.2531453,44.50477498,43.74749079,43.80260849,118994400
4/12/2019,43.08846295,43.26579911,42.61156486,43.05491257,146118800
4/13/2019,43.18432505,43.64924013,42.80568291,42.8895607,94858800
4/14/2019,42.87757217,43.27778158,42.63553041,42.71221542,111792800
4/15/2019,42.27845206,42.98061849,42.17780093,42.5085144,113924800
4/16/2019,42.64511468,42.95186206,42.33836731,42.72899246,84873600
4/17/2019,42.23292813,42.65470858,41.93576863,41.9549408,108174400
4/18/2019,42.0819497,42.63792798,40.80463272,41.53076172,161584400
4/19/2019,42.04361362,43.09566239,41.82313912,43.05012894,123872000
4/20/2019,44.1620692,44.33221987,43.40957912,43.74508286,119093600
4/21/2019,43.87450077,44.44725601,43.65162753,44.38734436,90105200
4/22/2019,44.69649584,45.99298511,44.51915966,45.56880951,122737600
4/23/2019,45.96661702,46.81975839,45.92108357,46.15114594,104883600
4/24/2019,46.69754138,46.97073839,46.39558795,46.68555832,107731600
4/25/2019,46.47947079,46.96355808,46.34526924,46.5369873,73012800
4/26/2019,46.65919972,47.16006032,46.39559062,46.52739334,86698400
4/27/2019,45.90430362,46.39318104,45.6047454,46.18948364,75046000
4/28/2019,46.2278364,46.72151156,46.05289537,46.46508789,58676400
4/29/2019,46.98271856,47.99881784,46.78141628,47.55786896,106204000
4/30/2019,47.85263646,47.90056871,47.28467512,47.41887665,84496800
5/1/2019,48.01799479,48.07551129,47.45722254,47.79991913,86056000
5/2/2019,47.64174922,48.13302552,47.48597672,47.63695526,191202400
5/3/2019,47.57943568,47.96766567,47.4907676,47.58902359,72881600
5/4/2019,47.55307686,47.75198399,46.80058662,46.86769104,84281200
5/5/2019,47.39491488,48.16657732,47.29426374,47.88139725,104270000
5/6/2019,47.9988262,48.30557728,47.82628398,47.86702347,83598800
5/7/2019,47.61298873,47.80950071,47.22236722,47.43085861,124442400
5/8/2019,48.68901533,49.0053507,48.08510467,48.30078888,109012000
5/9/2019,48.2672255,48.67941797,48.25524244,48.58355713,67740800
5/10/2019,48.71537364,48.99336464,48.57398298,48.98617554,45448000
5/11/2019,48.73214476,49.14673241,48.62430085,48.94303131,69062000
5/12/2019,48.12343558,48.2648262,47.54828517,47.93411636,101354400
5/13/2019,47.73760884,48.29119198,47.6441468,48.22649002,82312000
5/14/2019,48.37267453,48.82320772,48.30317496,48.7033844,71588400
5/15/2019,48.72254959,48.98136835,48.33911722,48.34870148,80767200
5/16/2019,48.51647173,48.88792483,48.45656006,48.72017288,70380800
5/17/2019,48.90948404,49.33605479,48.88791672,49.17789078,67789600
5/18/2019,49.02931116,49.39357512,48.76809717,49.00774384,67467200
5/19/2019,48.89990297,49.14913389,48.71297886,48.73215103,56430000
5/20/2019,48.88791794,49.33845483,48.81602321,49.28573227,74162400
5/21/2019,49.31688305,49.48703379,48.49489679,48.5500145,83717200
5/22/2019,48.80402867,49.66196394,48.79444441,49.65956879,89111600
5/23/2019,49.95674255,50.06458281,49.67635275,50.04780579,73420800
5/24/2019,49.76742197,50.12209801,49.64759864,50.00706863,59966400
5/25/2019,50.05977891,50.14365668,49.54214137,49.61164093,55638400
5/26/2019,49.72188829,50.26109328,49.6404093,49.78419876,70475600
5/27/2019,49.95674181,50.47916975,49.95194786,50.24910736,86693600
5/28/2019,50.02863042,50.36413791,49.68114353,50.03342438,135742800
5/29/2019,51.86432815,53.05057835,50.63733845,51.05432129,277125600
5/30/2019,51.26040638,52.25014801,49.5445395,49.94953918,216071600
5/31/2019,49.25457677,49.4702573,48.31995628,48.89271164,163448400
6/1/2019,47.44763378,47.60579776,46.15114473,46.33327484,209572000
6/2/2019,47.04502381,47.46680417,46.501025,47.21038055,143299200
6/3/2019,46.82935347,47.82388562,46.44831617,47.69926834,133457600
6/4/2019,47.97724716,48.77527075,47.783134,48.75130463,108038000
6/5/2019,48.4241548,48.77536618,47.94063258,48.34958267,98478800
6/6/2019,48.02002649,48.60458238,47.90696431,48.22690582,89927600
6/7/2019,48.35679387,51.0317879,48.22689096,50.26922226,188874000
6/8/2019,48.87158615,49.66061322,48.73446683,48.77295685,146189600
6/9/2019,48.9437612,49.34789547,48.03204751,48.53000259,108909600
6/10/2019,49.14101546,49.83382125,49.03516973,49.67505264,110481600
6/11/2019,50.66614789,51.17372365,50.52422005,50.6012001,97654400
6/12/2019,50.72869029,51.32286671,50.59397888,50.60359955,107537200
6/13/2019,51.23626938,51.39503431,50.90189508,51.15207291,86141600
6/14/2019,51.28437414,51.58507054,50.69741416,51.10876846,89014800
6/15/2019,50.37988734,51.01014963,48.35199212,48.74650574,187272000
6/16/2019,49.52108959,49.84103101,49.32864316,49.67264175,104174400
6/17/2019,50.00221677,50.16820181,48.96060371,49.11215591,103493200
6/18/2019,49.09771646,49.48741787,48.91008217,49.44171143,63755200
6/19/2019,50.15617153,50.35343018,49.71354721,50.27885437,83962000
6/20/2019,50.55549608,50.62525604,49.84344523,50.21390533,84573600
6/21/2019,49.65821067,49.79051784,49.12658143,49.48260498,80092000
6/22/2019,50.12969713,50.3919035,49.87230292,50.32214355,76752400
6/23/2019,50.99811741,51.4720153,50.88024308,51.30603027,95654800
6/24/2019,51.49126599,51.58027097,51.12080587,51.30122375,77449200
6/25/2019,51.6812992,52.06619212,50.77440135,51.52012634,109237600
6/26/2019,51.44554939,52.14797579,50.92835301,52.12873077,127111600
6/27/2019,52.45829817,53.81504031,52.37650595,53.78617096,177158400
6/28/2019,54.07725943,54.46696092,53.61057787,53.665905,128906800
6/29/2019,52.92257603,53.11261458,52.20571671,52.62187958,159053200
6/30/2019,52.37650524,52.95384458,52.33561097,52.89851379,84632400
7/1/2019,52.91295152,53.11983081,52.71088072,53.09096146,73274800
7/2/2019,53.17756623,53.60816561,52.78786479,53.58892059,101360000
7/3/2019,53.40609696,53.82707201,53.01158334,53.15351486,88242400
7/4/2019,53.25454648,53.53840217,52.31396708,52.37651062,221652400
7/5/2019,52.66998929,52.88408501,52.35726425,52.61466217,76662000
7/6/2019,53.17033537,53.52155035,52.24659699,52.36446762,124763200
7/7/2019,52.57376462,53.28340746,52.23457816,53.17034531,87613600
7/8/2019,52.92257197,53.14869627,52.64112055,52.89611053,75334000
7/9/2019,53.05248411,53.15352136,52.26826895,52.6387291,101408000
7/10/2019,53.13907414,54.02432638,53.1126127,53.87758636,103909600
7/11/2019,54.14220348,54.89995709,53.93291625,54.0267334,139223200
7/12/2019,53.65867589,53.78376663,52.42461656,52.6723938,138449200
7/13/2019,52.54490353,53.15351657,51.75106776,53.11983871,114426000
7/14/2019,54.27931317,54.72434535,53.85833817,54.60887527,138478800
7/15/2019,54.43086829,55.31130469,54.32742681,54.62090683,122306000
7/16/2019,54.3226201,54.86146579,53.9641886,53.9810257,111820000
7/17/2019,54.61369705,54.79651919,54.27932271,54.61369705,74770400
7/18/2019,54.83019573,55.43399659,54.6786472,55.34980011,113013600
7/19/2019,56.03778756,57.16600119,55.88383113,56.82200623,166795600
7/20/2019,56.50687837,57.28388068,56.45155124,56.74021912,96427600
7/21/2019,56.86530823,57.16840894,56.50206823,56.60791397,87360000
7/22/2019,56.13882971,56.58867415,56.09793543,56.3793869,73903200
7/23/2019,56.55257542,56.80756539,56.17490263,56.59828186,67585200
7/24/2019,56.43230519,57.15157245,56.36013731,56.870121,97433600
7/25/2019,57.13714353,57.97187726,57.08903283,57.85640717,87247200
7/26/2019,58.01277373,58.2629516,57.6423136,57.72410583,82293600
7/27/2019,58.23889304,58.51312807,58.02720156,58.49869156,75828800
7/28/2019,58.81864137,58.88840501,58.16913764,58.59492493,69275200
7/29/2019,58.49387672,59.35266383,58.42652102,59.31658173,73477200
7/30/2019,59.51865722,59.9588773,59.35026793,59.9107666,96572800
7/31/2019,59.89152079,60.0791551,58.35195632,58.52515411,142839600
8/1/2019,58.87876863,59.00867155,58.02479365,58.51793289,124522000
8/2/2019,59.47535156,59.9396251,57.07458854,59.84099579,139162000
8/3/2019,60.02863103,61.56579111,59.93722181,61.53933334,151125200
8/4/2019,61.90257968,62.02767412,61.43349755,61.94347763,103272000
8/5/2019,61.83522061,62.10945932,61.65961857,61.8544693,79897600
8/6/2019,61.76786206,61.94106352,61.43108349,61.88092422,75864400
8/7/2019,62.42862467,62.8170883,62.27661748,62.59510803,94940400
8/8/2019,62.41656801,62.83880696,61.97261481,62.76642609,69986400
8/9/2019,62.32245899,63.32859722,62.31763606,63.26345444,81821200
8/10/2019,63.10660666,63.40579804,62.95460687,63.20553207,87388800
8/11/2019,63.00528876,63.88595706,62.99081258,63.81116104,102734400
8/12/2019,63.63744552,63.91009244,63.23933596,63.36962891,89182800
8/13/2019,63.62054081,64.12722894,63.45888776,64.12240601,100206400
8/14/2019,64.13206446,64.52535108,63.75326139,64.44573212,86703200
8/15/2019,64.63873852,64.66286793,64.03313234,64.25028229,76167200
8/16/2019,64.06933504,64.19962061,62.82915537,63.50232697,106234400
8/17/2019,63.62297233,63.70018352,63.01735862,63.21762466,121395200
8/18/2019,63.35754124,63.49989516,62.93530239,63.16210556,65325200
8/19/2019,63.38651633,64.28649124,63.34067265,64.26959991,84020400
8/20/2019,64.4071119,64.46019366,63.33583097,63.76772308,105207600
8/21/2019,64.07898139,64.65805786,64.0138386,64.62427521,65235600
8/22/2019,64.32506537,64.66285493,64.15616691,64.48189545,46617600
8/23/2019,64.48673394,64.72319037,63.56505235,63.73635864,94487200
8/24/2019,62.32488681,62.619248,61.83750503,62.59994888,114430400
8/25/2019,62.99081656,63.53128007,62.89671405,63.15246964,67181600
8/26/2019,63.64709467,64.15378288,63.3913391,64.07897949,74424400
8/27/2019,64.53740668,65.38670739,64.4939708,65.31673431,106075600
8/28/2019,65.14543525,65.33845582,63.91732404,64.40229797,128042400
8/29/2019,64.80765413,65.16233518,64.14654351,64.77870178,90420400
8/30/2019,64.85829423,65.41082595,64.78349823,65.33119965,78756800
8/31/2019,64.60978208,65.76309704,64.49879564,65.49768829,137310400
9/1/2019,65.49770936,66.42422145,65.36983156,66.38803101,133587600
9/2/2019,66.83440418,67.74885531,66.82958124,67.52445984,128186000
9/3/2019,67.45447648,67.98528668,67.26868665,67.65715027,114158400
9/4/2019,67.50998246,68.01667075,67.34591422,67.49550629,116028400
9/5/2019,67.43760192,67.8429496,67.30490118,67.56306458,98369200
9/6/2019,68.0962825,68.19761571,67.21078393,67.42311096,275978000
9/7/2019,67.68611372,68.58367343,67.64750813,68.52335358,98572000
9/8/2019,68.6898263,68.73808512,68.26276445,68.58848572,48478800
9/9/2019,68.72116908,69.9661711,68.69221675,69.94927979,93121200
9/10/2019,70.24126588,70.92891372,69.5174276,69.92277527,146266000
9/11/2019,69.84071843,70.62005337,68.81769634,70.3377533,144114400
9/12/2019,69.95413256,70.85893029,69.85520713,70.8516922,100805600
9/13/2019,71.47658461,72.52856629,71.22324426,72.46824646,135480400
9/14/2019,71.69616735,72.52375387,71.53933722,71.76372528,146322800
9/15/2019,70.8854869,72.37417688,70.63455423,72.33557129,118387200
9/16/2019,72.34520436,72.6009599,71.77578859,71.9953537,108872000
9/17/2019,71.69859638,73.45511034,71.69859638,73.15351105,132079200
9/18/2019,74.13068274,74.90036464,73.87975746,74.70734406,170108400
9/19/2019,74.94137084,75.44082089,74.37436287,74.8762207,140644800
9/20/2019,75.19230573,76.50245093,75.07407383,76.47590637,121532000
9/21/2019,76.41319288,76.6231048,75.32019744,75.44324493,161954400
9/22/2019,75.24296602,76.12363416,74.6880191,75.11991119,121923600
9/23/2019,75.66282633,76.17192983,75.30090713,76.06093597,108829200
9/24/2019,76.30942443,76.90538478,76.00300228,76.90297699,137816400
9/25/2019,76.53138215,76.97292003,76.24425919,76.38179016,110843200
9/26/2019,76.8667844,77.20698922,76.56036223,76.65446472,101832400
9/27/2019,76.7075452,77.10323956,76.15983629,77.02362061,104472000
9/28/2019,77.26973366,78.01287103,76.6110382,76.801651,146537600
9/29/2019,74.81108287,75.22366854,73.56125747,74.5432663,161940000
9/30/2019,75.42392004,76.82333721,75.32499463,76.65203094,162234000
10/1/2019,78.28311347,79.10346206,77.54238386,78.25656891,216229200
10/2/2019,77.33970835,78.19624736,76.90781612,78.14316559,126743200
10/3/2019,77.43376552,77.85600431,74.38399894,74.67835999,199588400
10/4/2019,73.42132268,75.63868108,72.91946473,74.47330475,173788400
10/5/2019,76.07780703,77.12255096,75.67245941,76.93193817,136616400
10/6/2019,78.05872325,78.35791477,76.95608178,77.5592804,118826800
10/7/2019,77.82950261,78.46889159,77.27214775,78.46647644,105425600
10/8/2019,77.9658275,78.21493477,76.90893545,77.39989471,117684000
10/9/2019,75.98506136,77.76750946,75.90525345,77.76750946,109348800
10/10/2019,78.26330376,78.33585641,77.08064402,77.29830933,94323200
10/11/2019,77.74815764,79.13880655,77.74815764,79.13397217,113730400
10/12/2019,78.40599987,78.89695913,78.20284508,78.57045746,94747600
10/13/2019,78.53900375,78.8389052,78.08190738,78.58979797,80113600
10/14/2019,76.270435,77.3321687,76.08904602,77.15077972,152531200
10/15/2019,77.39265473,78.49792036,77.39265473,78.26815796,93984000
10/16/2019,78.02869864,78.51723694,76.95970974,77.46517944,100566000
10/17/2019,77.05888658,77.50147989,75.09504943,75.7117691,129554000
10/18/2019,71.89292541,73.56653706,69.95085421,72.11542511,222195200
10/19/2019,72.78537132,73.16749427,69.20112246,69.67272949,230673600
10/20/2019,69.29785907,72.04288097,69.2906038,70.77799225,198054800
10/21/2019,67.98460194,69.16967532,66.01592302,66.15135956,320605600
10/22/2019,62.21883737,67.33400483,62.00358559,66.11264801,426510000
10/23/2019,68.26997869,72.90386366,67.16713422,72.26779175,341397200
10/24/2019,73.44321158,73.52301951,69.12130946,69.97263336,319475600
10/25/2019,71.69459729,73.3778849,70.89406787,73.21826172,219178400
10/26/2019,71.47209384,72.44675702,70.47808576,70.84328461,187572800
10/27/2019,68.20226187,70.33539821,68.01603849,69.90248108,226176800
10/28/2019,63.7884637,67.25662043,63.60707471,64.37374878,286744800
10/29/2019,67.02686597,69.27608659,65.14767123,69.01004791,285290000
10/30/2019,67.08732407,68.01361391,65.74987554,66.61328888,255598800
10/31/2019,61.89960418,65.30004286,59.97929862,60.03492355,418474000
11/1/2019,64.06419376,67.69922981,61.17647597,67.22761536,370732000
11/2/2019,58.51609561,62.65901821,58.0444849,58.57897949,322423600
11/3/2019,59.86079146,62.30349462,57.65751944,61.15470123,324056000
11/4/2019,57.98886476,60.4630101,57.34795464,59.65764236,300233600
11/5/2019,59.83176872,61.14986143,58.6757164,59.20053482,271857200
11/6/2019,59.78097983,60.90559393,55.14225992,55.44215775,401693200
11/7/2019,55.16160048,55.26317787,51.42015002,54.264328,336752800
11/8/2019,57.16413586,59.90431932,56.66592136,59.7084198,287531200
11/9/2019,60.6443979,62.45828817,59.08445301,59.37951279,303602000
11/10/2019,59.62135879,62.56227643,59.58266158,62.50423431,252087200
11/11/2019,61.12808948,61.88266649,59.74953389,59.91641235,204216800
11/12/2019,60.64197271,61.79802499,60.31788822,61.62630844,167976400
11/13/2019,61.8173709,63.48372729,60.94670225,61.50054169,197002000
11/14/2019,59.61651627,60.15342799,57.83406826,58.26456451,176218400
11/15/2019,58.12670524,59.29001269,57.29473382,59.23680496,165934000
11/16/2019,58.72166838,59.42303772,57.79537474,58.38549423,129880000
11/17/2019,60.68064205,63.63365177,60.31302981,63.47887039,201820400
11/18/2019,65.49352388,65.7111966,62.63967301,62.7436676,202887200
11/19/2019,63.54418477,64.66396058,63.17899331,64.34955597,168895200
11/20/2019,64.98563166,65.3169677,64.01822372,64.81391144,161834800
11/21/2019,64.89132507,66.19491121,64.29152931,66.08607483,131022800
11/22/2019,67.71855339,69.7138322,67.24693908,69.42360687,194994800
11/23/2019,68.29901108,69.24948777,67.87093565,68.7899704,131154400
11/24/2019,69.50342632,69.70174672,68.2869111,69.33654785,157125200
11/25/2019,68.85284816,69.39943605,66.95914282,68.39574432,215250000
11/26/2019,67.22276799,68.12487125,66.95672931,66.97607422,130015200
11/27/2019,66.81887304,67.05346978,64.19477725,64.90582275,180991600
11/28/2019,66.17313585,67.21068322,65.83213096,66.77535248,116862400
11/29/2019,66.71971823,68.14180935,66.47786621,66.51656342,124814400
11/30/2019,67.04138325,68.44654291,66.9930099,68.43686676,126161200
12/1/2019,68.15390126,68.81658086,67.70648089,68.48524475,117087600
12/2/2019,68.94715215,69.12854112,67.2832169,67.37511444,112004800
12/3/2019,68.86251778,70.05726717,68.659363,69.58807373,137280800
12/4/2019,70.12741094,71.23267646,69.73803272,71.05612183,183064000
12/5/2019,69.23013834,72.31375149,69.13339901,69.91216278,240616800
12/6/2019,69.93634198,71.0295103,69.24706234,70.90132904,133568000
12/7/2019,71.36085458,72.79745614,71.2157419,71.96548462,147751200
12/8/2019,72.66686683,73.33921525,72.28232294,72.70798492,142333600
12/9/2019,73.33437601,73.80599044,73.03206096,73.46013641,115215200
12/10/2019,74.11975021,75.26195467,73.79236469,75.20860291,133838400
12/11/2019,74.71632175,76.88675245,74.50776212,76.39204407,145946400
12/12/2019,77.0759169,77.5269833,75.39777434,75.51902771,162301200
12/13/2019,75.69847326,76.62000327,73.53046253,74.60719299,200622400
12/14/2019,73.84572042,75.12615555,73.12304776,75.06552887,158929200
12/15/2019,72.83689631,74.66781912,72.80294181,74.62174225,166348400
12/16/2019,75.94583164,76.75337575,75.25468601,76.37991333,135178400
12/17/2019,76.39689435,77.24324047,75.90703343,75.93856049,101729600
12/18/2019,76.79700884,77.48572688,76.75820688,77.41540527,111504800
12/19/2019,77.27718574,77.81797834,76.60058998,76.83824921,102688800
12/20/2019,76.5763425,77.41542106,76.47449382,77.33296967,81803200
12/21/2019,78.45091062,78.63036319,76.75336387,76.80914307,125522000
12/22/2019,76.66606018,77.28929668,75.92641041,77.1437912,112945200
12/23/2019,76.81885228,78.43637538,76.54239846,77.17776489,133560800
12/24/2019,77.42025272,77.8810139,76.74608449,77.10256958,153532400
12/25/2019,77.05650985,78.17204224,76.92555415,78.05078888,80791200
12/26/2019,77.78401039,78.43635389,77.3426465,78.41210175,87642800
12/27/2019,78.73219903,79.10566129,78.15987957,78.84375,104491200
12/28/2019,78.66674739,78.96502588,77.79129441,78.16475677,87560400
12/29/2019,78.41454026,80.451595,78.38544065,80.39096832,137250400
12/30/2019,80.08785786,80.90025699,79.37731483,80.86630249,95654400
12/31/2019,80.5461924,83.81275109,80.51466534,83.41989136,147712400
1/1/2020,84.36807924,86.03409908,83.92914271,85.56606293,166651600
1/2/2020,84.7100239,85.13441067,81.35615913,81.45800781,201662400
1/3/2020,83.59691312,84.34383053,81.05059267,82.16127014,200146000
1/4/2020,80.81534793,83.82970407,80.65286521,83.17736053,138808800
1/5/2020,85.23139143,85.65335807,83.59689886,85.38174438,165428800
1/6/2020,86.1262474,86.18687407,85.14167085,85.26292419,114406400
1/7/2020,85.21927871,85.71399444,84.68818846,85.29688263,96820400
1/8/2020,86.00257679,86.4681855,83.70118325,84.80944061,264476000
1/9/2020,85.20229119,87.17144413,85.15621433,87.02836609,135445200
1/10/2020,88.27243706,90.30464435,87.85289781,88.8859787,212155600
1/11/2020,88.51495464,89.4340572,86.9435084,87.31697083,192623200
1/12/2020,87.472169,88.51494484,86.71312185,88.47614288,137522400
1/13/2020,88.37189014,88.59257219,85.60973457,85.75766754,205256800
1/14/2020,85.66548061,87.82864335,85.18774218,87.73406219,130646000
1/15/2020,87.32180641,88.75260181,87.30240913,88.46643829,140223200
1/16/2020,88.54402925,89.08724179,88.25059826,88.29909515,110737200
1/17/2020,89.20607508,89.84144134,88.18512413,88.29909515,114041600
1/18/2020,89.72748052,91.12916898,89.69595347,90.66113281,118655600
1/19/2020,91.03943261,91.81787697,90.26826315,90.37981415,112424400
1/20/2020,91.35713221,92.51631405,91.26982595,92.48478699,117092000
1/21/2020,93.3772004,93.43055217,91.83486136,92.88249207,125642800
1/22/2020,92.4774877,93.10315902,91.86637359,93.04495239,90257200
1/23/2020,94.34964386,96.95901798,92.4023156,92.61572266,191649200
1/24/2020,91.99735078,94.33996671,91.06370578,94.14839172,170989200
1/25/2020,96.02295123,96.27273284,93.59788423,94.79586792,153198000
1/26/2020,93.66820412,94.48545044,93.03041037,93.62940216,110577600
1/27/2020,94.08046008,94.23566049,92.96734801,93.44023895,92186800
1/28/2020,93.52757658,95.54765444,93.18321376,95.40942383,90318000
1/29/2020,96.19997394,96.27515042,93.84280875,94.09259033,103433200
1/30/2020,93.79431626,95.03837685,93.7070174,94.35693359,89001600
1/31/2020,94.09019018,94.16779412,89.25218503,90.06215668,197004400
2/1/2020,88.26029138,90.18336719,86.47301129,89.83900452,185438800
2/2/2020,90.90121083,92.06039256,90.67810881,91.96823883,121214000
2/3/2020,91.53899808,91.71603063,90.45256548,90.45742035,103625600
2/4/2020,90.94002484,92.37566796,90.90365031,92.19136047,90329200
2/5/2020,91.3643887,93.4111456,90.95697926,93.30686951,158130000
2/6/2020,99.80120989,103.2254033,97.80294964,103.0750504,374336800
